resourceid,resourcename,resourceorganization,resourcetypeabbr,scheduledays,resourcetitle,ratecategory,step,rate_regular,rate_regular_night,rate_regular_sunday,rate_regular_sunday_night, rate_overtime, rate_overtime_night, rate_overtime_sunday_night
730-24-9635,"Lynam, Elvis ES LT",1,PSS,Mon - Fri,Lieutenant,LE-5,7,45.73,50.3,57.16,61.74,68.6,73.17,84.6
744-02-8636,"Ladner, Edwin ES OFC",1,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
753-23-5719,"Bowen, Ray ES SGT",1,PSS,Mon - Fri,Sergeant,LE-4,11,48.92,53.81,61.15,66.04,73.38,78.27,90.5
753-58-1326,"Salina, Sue ES OFC",1,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
754-46-8970,"Homsher, Salvatore ES OFC/T",1,PSS,Mon - Fri,Officer/Tech,LE-1T,13,48.47,53.32,60.59,65.43,72.71,77.55,89.67
761-54-6712,"Bamforth, Dawn ES SGT",1,PSS,Mon - Fri,Sergeant,LE-4,8,43.41,47.75,54.26,58.61,65.12,69.46,80.31
769-51-3414,"Aziz, Eldon ES OFC",1,RADIO,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
784-55-6872,"Zielonko, Stan ES OFC",1,PSS,Sat - Wed,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
787-39-4725,"George, Larry ES OFC",1,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
788-23-9057,"Veloz, Loretta ES OFC",1,PSS,Wed - Sun,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
788-49-5650,"Valeriano, Rod ES OFC",1,RADIO,Sat - Wed,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
788-82-9036,"Peevy, Alfredo ES OFC",1,Lead Advance,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
793-64-8358,"Booker, Drew ES OFC",1,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
797-06-4923,"Marquard, Gilbert ES SGT",1,PSS,Mon - Fri,Sergeant,LE-4,10,47.08,51.79,58.85,63.56,70.62,75.33,87.1
806-19-0188,"Daloia, Pete ES LT",1,Lead Advance,Wed - Sun,Lieutenant,LE-5,10,51.78,56.95,64.72,69.9,77.67,82.84,95.79
807-60-3059,"Norton, Ken ES OFC/T",1,PHYS SEC LEAD,Mon - Fri,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
811-11-2618,"Demaris, Edwin ES OFC",1,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
820-93-2292,"Truett, Gus ES OFC",1,PSS,Wed - Sun,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
823-12-5651,"Lansing, Alan ES SGT/T",1,PSS,Mon - Fri,Sergeant/Tech,LE-4T,13,55.74,61.31,69.67,75.24,83.6,89.18,103.11
823-33-6274,"Astorino, Suzanne ES OFC",1,PSS,Wed - Sun,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
824-44-3660,"Kralicek, Jake ES OFC",1,RADIO,Sat - Wed,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
828-99-8149,"Wolf, Val ES OFC",1,PSS,Sat - Wed,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
830-78-1177,"Crosby, Hans ES OFC",1,PSS,Wed - Sun,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
831-79-4352,"Jacobson, Elliott ES OFC",1,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
832-40-4810,"Murchinson, Frankie ES OFC",1,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
833-33-6901,"Moreno, Henry ES OFC",1,PSS,Wed - Sun,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
834-40-4663,"Richer, Monica ES OFC/T",1,PSS,Sat - Wed,Officer/Tech,LE-1T,13,48.47,53.32,60.59,65.43,72.71,77.55,89.67
840-94-7755,"Fraser, Samantha ES OFC",1,PSS,Sat - Wed,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
842-11-2723,"Hect, Dustin ES OFC",1,PSS,Wed - Sun,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
848-90-5272,"Cordova, Napoleon ES OFC",1,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
856-97-0903,"Hughes, Eric ES SGT",1,PSS,Mon - Fri,Sergeant,LE-4,12,50.75,55.83,63.44,68.51,76.13,81.2,93.89
858-27-5086,"Arcand, Ty ES OFC/T",1,PSS,Mon - Fri,Officer/Tech,LE-1T,11,45.09,49.6,56.36,60.87,67.64,72.14,83.42
862-85-1660,"Hoerter, Dominic ES SGT/T",1,PSS,Mon - Fri,Sergeant/Tech,LE-4T,13,55.74,61.31,69.67,75.24,83.6,89.18,103.11
865-14-8209,"Simmons, Jerry ES CPT",1,PSS,Wed - Sun,Captain,LE-7,12,61.41,67.55,76.76,82.9,61.41,67.55,82.9
869-55-7843,"Hatch, Tony ES OFC",1,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
872-71-6495,"Barnes, Anthony ES OFC",1,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
878-72-7420,"Dickson, Rod ES OFC",1,PSS,Wed - Sun,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
885-01-9327,"Arqueta, Hans ES OFC",1,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
885-96-8466,"Hendrix, Jacques ES OFC",1,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
888-96-7654,"Horton, James ES OFC",1,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
889-06-3964,"Stuart, Truman ES OFC",1,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
889-97-5603,"Mcdermott, Christopher ES OFC",1,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
898-71-0949,"Henderson, Jose ES OFC",1,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
907-28-9777,"Wright, Albert ES OFC/T",1,PSS,Mon - Fri,Officer/Tech,LE-1T,5,34.94,38.43,43.68,47.17,52.41,55.9,64.64
907-75-2799,"Wyatt, Fausto ES OFC",1,PSS,Wed - Sun,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
908-29-4085,"Roszel, Solomon ES OFC",1,PSS,Wed - Sun,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
912-92-8464,"Bergouignan, Joel ES OFC/T",1,PSS,Mon - Fri,Officer/Tech,LE-1T,10,43.39,47.73,54.24,58.58,65.09,69.42,80.27
920-90-1376,"Mckenzie, Sergio ES OFC",1,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
921-49-3901,"Linders, Lonnie ES OFC",1,PSS,Wed - Sun,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
925-32-5377,"Golden, Marty ES CPT",1,PSS,Mon - Fri,Captain,LE-7,11,59.19,65.11,73.99,79.91,59.19,65.11,79.91
927-69-8890,"Hardy, Dale ES OFC",1,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
930-68-0929,"Griffin, Walter ES OFC",1,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
933-33-2405,"Goins, Richard ES SGT",1,PSS,Wed - Sun,Sergeant,LE-4,9,45.25,49.77,56.56,61.08,67.87,72.39,83.71
950-96-8360,"Melendez, Thurman ES OFC",1,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
953-94-8178,"Pinkowski, Sterling ES OFC",1,RADIO,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
956-24-8548,"Andrews, Louise ES OFC",1,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
956-31-5489,"Garcia, Kathy ES OFC",1,PSS,Sat - Wed,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
961-23-0101,"Lapiana, Edgar ES OFC",1,Lead Advance,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
961-77-2763,"Kramer, Marcos ES SGT/T",1,PSS,Mon - Fri,Sergeant/Tech,LE-4T,9,47.96,52.75,59.95,64.74,71.94,76.73,88.72
963-37-3391,"Harrell, Sylvester ES OFC",1,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
973-14-1909,"Guerra, Dallas ES OFC",1,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
978-20-7052,"Sparlin, Grady ES OFC",1,PSS,Wed - Sun,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
990-57-4926,"Williams, Gloria ES SGT/T",1,PSS,Mon - Fri,Sergeant/Tech,LE-4T,6,42.13,46.34,52.66,56.88,63.2,67.41,77.94
994-69-9874,"Krzak, Glenn ES SGT",1,PHYS SEC LEAD,Mon - Fri,Sergeant,LE-4,5,37.91,41.7,47.39,51.18,56.87,60.66,70.13
997-24-0117,"Defir, Erick ES OFC",1,PHYS SEC LEAD,Sat - Wed,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
019-46-9060,"Wilkerson, Beatrice ES CPT",2,PHYS SEC LEAD,Mon - Fri,Captain,LE-7,10,56.97,62.67,71.21,76.91,56.97,62.67,76.91
037-77-6569,"Swailes, Willie ES OFC/T",2,PSS,Mon - Fri,Officer/Tech,LE-1T,8,40.01,44.01,50.01,54.01,60.02,64.02,74.02
044-77-7854,"Lowe, Beverly ES OFC",2,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
060-24-3838,"Welch, Amanda ES OFC",2,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
074-47-9843,"Bouck, Ruben ES OFC",2,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
084-09-6813,"Knittle, Erik ES SGT",2,PSS,Mon - Fri,Sergeant,LE-4,7,41.58,45.73,51.97,56.13,62.37,66.52,76.92
084-42-4083,"Naso, Clifton ES LT",2,PSS,Mon - Fri,Lieutenant,LE-5,5,41.7,45.87,52.13,56.3,62.55,66.72,77.15
096-41-9340,"Flores, Julia ES OFC",2,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
105-37-7848,"Mccann, Gil ES OFC",2,PSS,Sat - Wed,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
107-24-6845,"Frey, Bobby ES OFC",2,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
113-44-9249,"Zurasky, Truman ES OFC",2,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
116-91-3511,"Simon, Adrian ES SGT",2,Lead Advance,Mon - Fri,Sergeant,LE-4,5,37.91,41.7,47.39,51.18,56.87,60.66,70.13
124-64-5449,"Neer, Bert ES OFC",2,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
126-02-5366,"Howard, Rose ES SGT",2,PSS,Mon - Fri,Sergeant,LE-4,5,37.91,41.7,47.39,51.18,56.87,60.66,70.13
126-21-4406,"Maynard, Von ES OFC",2,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
129-75-3865,"Stamand, Rogelio ES OFC",2,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
141-67-8211,"Arvin, Elvis ES OFC",2,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
142-88-5811,"Vanwechel, Shawn ES OFC",2,RADIO,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
167-63-0736,"Degrazio, Don ES OFC",2,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
170-73-9480,"Grasso, Elton ES OFC",2,PSS,Sat - Wed,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
171-66-3994,"Correia, Cary ES OFC",2,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
173-14-9480,"Meza, Dale ES OFC",2,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
176-09-0939,"Dominguez, Normand ES CPT",2,PSS,Wed - Sun,Captain,LE-7,6,48.09,52.9,60.11,64.92,48.09,52.9,64.92
206-71-2320,"Laurion, Chad ES OFC",2,PSS,Sat - Wed,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
208-72-0772,"Smith, Craig ES OFC",2,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
209-16-9474,"Santeramo, Tracy ES OFC",2,PSS,Wed - Sun,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
217-39-2987,"Serrano, Diana ES OFC",2,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
222-26-9132,"Bradford, Brent ES OFC",2,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
223-44-7628,"Reddy, Chad ES OFC",2,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
233-03-0984,"Pearce, Abdul ES OFC",2,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
235-70-6105,"Orear, Rodney ES SGT",2,PHYS SEC LEAD,Mon - Fri,Sergeant,LE-4,11,48.92,53.81,61.15,66.04,73.38,78.27,90.5
235-73-3866,"Bendig, Paula ES OFC",2,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
236-35-1457,"Cranfield, Lorraine ES OFC",2,PHYS SEC LEAD,Wed - Sun,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
256-03-8759,"Vaughan, Rigoberto ES OFC",2,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
265-39-3735,"Kimmet, Richard ES OFC/T",2,PSS,Sat - Wed,Officer/Tech,LE-1T,2,29.87,32.86,37.34,40.32,44.81,47.79,55.26
274-58-1319,"Melton, Benedict ES OFC/T",2,RADIO,Mon - Fri,Officer/Tech,LE-1T,13,48.47,53.32,60.59,65.43,72.71,77.55,89.67
288-40-7121,"Zanayed, Thomas ES OFC",2,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
296-36-4793,"Barnes, Brandon ES OFC",2,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
308-82-8869,"Strang, Alexander ES OFC",2,PSS,Wed - Sun,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
328-33-8036,"Bramasco, Rhonda ES OFC",2,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
347-64-6230,"Kluka, Ethel ES OFC/T",2,PSS,Mon - Fri,Officer/Tech,LE-1T,12,46.78,51.46,58.48,63.15,70.17,74.85,86.54
366-32-2376,"Tsiatsos, Jill ES OFC",2,INT,Sat - Wed,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
366-43-0079,"Ware, Alfonso ES OFC",2,PHYS SEC LEAD,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
368-00-0750,"West, Earl ES SGT",2,PSS,Mon - Fri,Sergeant,LE-4,7,41.58,45.73,51.97,56.13,62.37,66.52,76.92
377-35-1182,"Alvarez, Sharon ES OFC",2,PSS,Wed - Sun,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
377-65-3406,"Capote, Alvin ES OFC",2,RADIO,Wed - Sun,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
390-28-1182,"Czubakowski, Bryan ES OFC",2,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
391-04-8439,"Martin, Aaron ES OFC",2,RADIO,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
397-92-1717,"Cox, Joseph ES OFC",2,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
405-02-9685,"Bowling, John ES OFC",2,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
427-32-6944,"Reichelt, Megan ES OFC",2,Lead Advance,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
448-96-8778,"Oliver, Joseph ES OFC",2,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
454-14-5577,"Castillo, David ES OFC",2,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
467-64-5158,"Arnau, Luther ES OFC",2,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
484-20-3512,"Okumura, Rudy ES OFC",2,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
502-91-9408,"Bradshaw, Wendell ES OFC",2,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
517-73-9432,"Lekan, Lee ES OFC/T",2,PSS,Wed - Sun,Officer/Tech,LE-1T,4,33.25,36.58,41.56,44.89,49.88,53.2,61.51
530-21-9702,"Emerson, Merlin ES OFC",2,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
548-09-9472,"Baff, Eva ES OFC",2,PSS,Wed - Sun,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
565-32-4914,"Barron, Stephan ES SGT",2,PSS,Mon - Fri,Sergeant,LE-4,4,36.07,39.68,45.09,48.69,54.11,57.71,66.73
568-86-4187,"Withee, Dudley ES OFC",2,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
574-52-4167,"Gregg, Abe ES OFC",2,PHYS SEC LEAD,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
583-51-5205,"English, Porter ES OFC",2,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
593-06-8034,"Cestia, Ana ES SGT/T",2,Lead Advance,Wed - Sun,Sergeant/Tech,LE-4T,13,55.74,61.31,69.67,75.24,83.6,89.18,103.11
612-52-4154,"Albani, Jacqueline ES OFC",2,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
615-47-4823,"Mueller, Stacey ES SGT",2,PSS,Mon - Fri,Sergeant,LE-4,8,43.41,47.75,54.26,58.61,65.12,69.46,80.31
619-88-8055,"Rocha, Antony ES SGT",2,PSS,Sat - Wed,Sergeant,LE-4,11,48.92,53.81,61.15,66.04,73.38,78.27,90.5
621-26-6550,"Riley, Holly ES SGT/T",2,PSS,Mon - Fri,Sergeant/Tech,LE-4T,10,49.9,54.89,62.38,67.37,74.85,79.84,92.32
628-18-7583,"Cainion, Nestor ES OFC",2,PSS,Wed - Sun,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
632-63-7296,"Robinson, Carlos ES OFC",2,RADIO,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
639-69-2141,"Lehman, Rupert ES OFC",2,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
650-51-8264,"Arias, Timothy ES OFC",2,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
651-40-5644,"Bembury, Neil ES OFC",2,PSS,Sat - Wed,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
656-39-8282,"Gilliam, Genaro ES OFC",2,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
670-61-4354,"Roberts, Stanley ES OFC",2,PSS,Sat - Wed,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
685-74-6107,"Wilson, Fred ES OFC",2,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
688-47-6421,"Shields, Guillermo ES OFC",2,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
691-06-1080,"Walls, Emmett ES OFC",2,PSS,Sat - Wed,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
710-08-4165,"Carr, Elizabeth ES OFC/T",2,PSS,Mon - Fri,Officer/Tech,LE-1T,3,31.56,34.72,39.45,42.61,47.34,50.5,58.39
712-36-0145,"Ittner, Pauline ES OFC",2,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
721-39-9267,"Hansen, Laura ES OFC/T",2,PSS,Mon - Fri,Officer/Tech,LE-1T,2,29.87,32.86,37.34,40.32,44.81,47.79,55.26
725-78-4986,"Mcmillan, Benito ES OFC",2,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
731-59-4791,"Fackler, Lance ES OFC",2,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
764-52-3559,"Jackson, Nancy ES OFC",2,INT,Sat - Wed,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
765-73-1810,"Schmidt, Barbara ES SGT",2,PSS,Mon - Fri,Sergeant,LE-4,4,36.07,39.68,45.09,48.69,54.11,57.71,66.73
768-22-4272,"Tarella, Cathy ES OFC",2,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
779-06-5573,"Moore, Harry ES OFC",2,PSS,Wed - Sun,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
785-62-0142,"Wattigny, Casey ES OFC",2,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
795-78-1199,"Knox, Caleb ES OFC",2,PSS,Wed - Sun,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
808-66-6826,"Parker, Robin ES OFC",2,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
822-72-6845,"Gatza, Vicente ES OFC",2,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
826-22-2954,"Castro, William ES OFC",2,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
845-53-0687,"Sonderman, Orville ES OFC",2,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
850-03-9899,"Mackey, Jean ES OFC",2,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
851-94-0179,"Zotti, Darlene ES OFC/T",2,PSS,Mon - Fri,Officer/Tech,LE-1T,9,41.7,45.87,52.13,56.3,62.55,66.72,77.15
859-58-9050,"Mynnerlyn, Bart ES OFC",2,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
873-69-1951,"Contreras, Yong ES OFC",2,PSS,Wed - Sun,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
876-64-5829,"Conklin, Pedro ES OFC/T",2,PSS,Mon - Fri,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
887-42-3682,"Allen, George ES OFC",2,PSS,Sat - Wed,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
888-94-1964,"Woods, Chris ES OFC",2,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
893-40-1292,"Gedris, Dustin ES OFC",2,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
906-52-2890,"Diaz, Todd ES OFC",2,PHYS SEC LEAD,Sat - Wed,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
916-02-1600,"Chambers, Jesse ES SGT",2,PSS,Mon - Fri,Sergeant,LE-4,7,41.58,45.73,51.97,56.13,62.37,66.52,76.92
919-17-5881,"Sloop, Rigoberto ES OFC",2,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
919-29-6052,"Jarnesky, Luke ES OFC",2,PSS,Sat - Wed,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
922-33-9553,"Pickens, Blaine ES OFC/T",2,PSS,Mon - Fri,Officer/Tech,LE-1T,12,46.78,51.46,58.48,63.15,70.17,74.85,86.54
925-62-0795,"Rojas, Frankie ES OFC",2,INT,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
959-04-0548,"Taylor, Dorothy ES SGT/T",2,PHYS SEC LEAD,Mon - Fri,Sergeant/Tech,LE-4T,11,51.85,57.03,64.81,69.99,77.77,82.96,95.92
968-38-8857,"Griffin, Annie ES OFC",2,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
986-96-5102,"Mccabe, Jefferey ES OFC",2,PSS,Wed - Sun,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
992-94-4824,"Feller, Rex ES OFC",2,Lead Advance,Wed - Sun,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
004-73-5103,"Walter, Willian ES OFC/T",3,RADIO,Sat - Wed,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
017-39-6104,"Accosta, Cory ES OFC",3,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
036-58-8045,"Vernon, Michelle ES OFC",3,PSS,Sat - Wed,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
